<HTML><HEAD><TITLE>NCEDC_Search_Results</TITLE></HEAD><BODY>Your search parameters are:<ul>
<li>start_time=2011/11/01,00:00:00
<li>end_time=2011/11/30,23:59:59
<li>minimum_magnitude=-2.0
<li>maximum_magnitude=10
<li>rflag=A,F,H,I
<li>system=selected
<li>format=egscsv
<li>catalog=BG
</ul>
<PRE>
DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2011/11/01 00:03:21.46,38.82172,-122.82318,3.429,1.57,ML,0,0,0,0.05,LBL,3181363
2011/11/01 00:25:51.91,38.82253,-122.79747,4.007,1.41,ML,0,0,0,0.14,LBL,3181364
2011/11/01 00:27:57.00,38.82082,-122.78728,2.110,0.37,ML,0,0,0,0.22,LBL,3266507
2011/11/01 00:28:37.80,38.81918,-122.79549,4.665,0.50,ML,0,0,0,0.02,LBL,3181365
2011/11/01 00:40:40.31,38.81698,-122.80012,3.896,0.79,ML,0,0,0,0.11,LBL,3181366
2011/11/01 00:49:18.40,38.79578,-122.79514,2.095,0.38,ML,0,0,0,0.07,LBL,3266508
2011/11/01 00:52:39.57,38.83837,-122.82751,3.469,0.60,ML,0,0,0,0.04,LBL,3313902
2011/11/01 01:05:30.72,38.84955,-122.82195,2.269,0.56,ML,0,0,0,0.03,LBL,3266509
2011/11/01 01:31:48.87,38.81450,-122.79063,3.788,1.59,ML,0,0,0,0.04,LBL,3181368
2011/11/01 01:36:02.60,38.81743,-122.79552,3.719,1.47,ML,0,0,0,0.04,LBL,3181369
2011/11/01 01:36:40.49,38.81297,-122.79410,3.980,1.43,ML,0,0,0,0.05,LBL,3181370
2011/11/01 02:21:46.69,38.82902,-122.80772,2.815,0.36,ML,0,0,0,0.09,LBL,3181371
2011/11/01 02:23:19.02,38.82307,-122.80862,3.751,1.55,ML,0,0,0,0.04,LBL,3181372
2011/11/01 02:41:23.06,38.83973,-122.84317,2.700,0.83,ML,0,0,0,0.04,LBL,3181373
2011/11/01 02:50:30.61,38.84232,-122.82819,2.966,1.13,ML,0,0,0,0.03,LBL,3181374
2011/11/01 02:52:48.16,38.82938,-122.78878,2.868,0.89,ML,0,0,0,0.39,LBL,3181375
2011/11/01 03:02:45.29,38.81927,-122.79533,4.038,1.10,ML,0,0,0,0.07,LBL,3181376
2011/11/01 03:04:55.31,38.83453,-122.87675,3.351,0.43,ML,0,0,0,0.01,LBL,3313903
2011/11/01 03:05:02.08,38.80895,-122.79527,4.184,1.33,ML,0,0,0,0.03,LBL,3181377
2011/11/01 03:13:30.44,38.84290,-122.82888,2.573,1.90,ML,0,0,0,0.12,LBL,3181378
2011/11/01 03:20:36.21,38.81861,-122.80908,2.930,0.53,ML,0,0,0,0.05,LBL,3266511
2011/11/01 03:26:04.13,38.82547,-122.79028,3.778,2.49,ML,0,0,0,0.09,LBL,3181379
2011/11/01 03:29:34.85,38.82742,-122.79460,2.883,0.88,ML,0,0,0,0.06,LBL,3181380
2011/11/01 03:31:54.60,38.82112,-122.79350,4.053,0.82,ML,0,0,0,0.09,LBL,3181381
2011/11/01 03:38:45.77,38.84225,-122.83083,2.838,0.16,ML,0,0,0,0.01,LBL,3266512
2011/11/01 03:44:55.56,38.81398,-122.74377,1.865,0.88,ML,0,0,0,0.06,LBL,3266513
2011/11/01 03:56:51.52,38.79752,-122.73585,1.265,0.97,ML,0,0,0,0.04,LBL,3181382
2011/11/01 03:59:01.13,38.79918,-122.77233,0.102,0.83,ML,0,0,0,0.06,LBL,3181383
2011/11/01 04:05:40.54,38.84657,-122.82352,2.470,0.59,ML,0,0,0,0.02,LBL,3181384
