event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,x_m,y_m,z_m
3163478,2011/05/25 09:55:53.33,38.8109,-122.83115,2.794,1.24,ML,5654.567197970524,6570.974510896884,2794.0
3163612,2011/05/26 17:28:56.56,38.83737,-122.80672,2.987,1.49,ML,5083.55805074956,3002.7307788158755,2987.0
3261695,2011/05/27 19:55:06.10,38.81393,-122.82005,3.064,0.44,ML,6098.569538652322,5653.155161363787,3064.0
3312332,2011/05/28 05:53:54.34,38.84195,-122.83015,3.132,0.52,ML,3288.1847541772568,4081.9054283466658,3132.0
3163798,2011/05/28 09:49:16.77,38.84213,-122.827,2.923,0.87,ML,3467.3424376814432,3874.6001997621806,2923.0
3163980,2011/05/29 18:00:50.46,38.81352,-122.79189,4.709,1.57,ML,7858.054338708065,3957.7842139911904,4709.0
3164039,2011/05/30 04:35:56.70,38.81357,-122.82101,2.305,0.75,ML,6067.827497128342,5740.192293048362,2305.0
3164096,2011/05/30 15:27:32.15,38.81225,-122.79433,2.755,1.95,ML,7807.674923455697,4206.760197309482,2755.0
3164272,2011/06/01 10:32:40.68,38.83452,-122.7896,3.147,0.56,ML,6356.590410404822,2175.3678829316145,3147.0
3164572,2011/06/03 12:56:53.59,38.82928,-122.8037,2.657,0.97,ML,5901.352763327483,3450.011842345258,2657.0
3165084,2011/06/07 15:47:54.19,38.80497,-122.74873,1.141,0.98,ML,11174.136198764041,1978.7107452471098,1141.0
3312446,2011/06/08 10:22:43.71,38.8292,-122.78795,3.062,0.27,ML,6873.765053565885,2490.1095721420506,3062.0
3165479,2011/06/10 04:03:43.95,38.78587,-122.77119,2.625,1.54,ML,11289.748887267258,4849.865340258636,2625.0
3165567,2011/06/10 19:15:24.81,38.82262,-122.80521,3.19,0.8,ML,6329.453935049734,4063.3698385917805,3190.0
3166003,2011/06/14 03:52:20.53,38.82715,-122.80185,2.725,1.26,ML,6181.377545903367,3503.0663432180777,2725.0
3166070,2011/06/14 17:23:19.40,38.83825,-122.79283,3.284,1.52,ML,5866.811646728503,2081.866962444244,3284.0
3166187,2011/06/15 19:04:09.40,38.83348,-122.79095,3.159,1.02,ML,6355.092059474502,2339.4964943250106,3159.0
3166269,2011/06/16 09:46:14.72,38.83595,-122.75951,2.544,0.14,ML,8090.602586451078,217.73909874793506,2544.0
3262252,2011/06/17 07:05:11.88,38.79912,-122.7584,4.502,0.62,ML,11038.343907922308,3029.298251196279,4502.0
3166560,2011/06/18 23:14:52.54,38.82338,-122.79263,3.557,1.34,ML,7041.73029766884,3232.248285633889,3557.0
3166615,2011/06/19 09:51:35.63,38.84002,-122.80862,2.866,1.72,ML,4759.808537088019,2912.0858787955085,2866.0
3312622,2011/06/24 11:06:07.39,38.82095,-122.78375,4.22,0.68,ML,7776.454903046599,2877.5155388390326,4220.0
