<HTML><HEAD><TITLE>NCEDC_Search_Results</TITLE></HEAD><BODY>Your search parameters are:<ul>
<li>start_time=2011/01/01,00:00:00
<li>end_time=2011/01/31,23:59:59
<li>minimum_magnitude=-2.0
<li>maximum_magnitude=10
<li>rflag=A,F,H,I
<li>system=selected
<li>format=egscsv
<li>catalog=BG
</ul>
<PRE>
DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2011/01/01 00:21:06.39,38.81163,-122.79400,2.511,1.50,ML,0,0,0,0.04,LBL,3146279
2011/01/01 00:21:44.60,38.80760,-122.77447,4.087,1.01,ML,0,0,0,0.04,LBL,3257512
2011/01/01 00:54:13.15,38.81083,-122.81555,3.552,1.23,ML,0,0,0,0.03,LBL,3146280
2011/01/01 00:58:13.11,38.82788,-122.79432,2.324,1.21,ML,0,0,0,0.07,LBL,3146281
2011/01/01 01:06:59.52,38.81565,-122.78758,3.088,0.72,ML,0,0,0,0.03,LBL,3146282
2011/01/01 01:12:20.83,38.84350,-122.79200,2.882,0.84,ML,0,0,0,0.13,LBL,3146283
2011/01/01 01:12:58.98,38.83253,-122.79546,0.686,0.68,ML,0,0,0,0.10,LBL,3146284
2011/01/01 01:13:13.44,38.83117,-122.79495,0.650,0.38,ML,0,0,0,0.04,LBL,3311224
2011/01/01 01:24:41.44,38.81116,-122.81667,3.021,1.19,ML,0,0,0,0.08,LBL,3146285
2011/01/01 01:57:05.59,38.78192,-122.72228,3.164,1.01,ML,0,0,0,0.08,LBL,3257513
2011/01/01 02:04:41.38,38.78750,-122.74255,0.302,0.88,ML,0,0,0,0.01,LBL,3257514
2011/01/01 02:18:42.04,38.84807,-122.82504,1.868,0.86,ML,0,0,0,0.03,LBL,3146286
2011/01/01 02:53:49.35,38.81847,-122.81842,3.345,1.65,ML,0,0,0,0.03,LBL,3146287
2011/01/01 03:05:52.25,38.82012,-122.81662,2.148,0.80,ML,0,0,0,0.12,LBL,3257516
2011/01/01 03:11:04.45,38.84502,-122.82605,2.307,1.23,ML,0,0,0,0.04,LBL,3146288
2011/01/01 03:21:09.24,38.84682,-122.83550,1.921,0.29,ML,0,0,0,0.06,LBL,3257517
2011/01/01 03:32:55.34,38.83752,-122.80400,2.366,0.90,ML,0,0,0,0.06,LBL,3146289
2011/01/01 03:34:36.42,38.80919,-122.75515,0.458,0.87,ML,0,0,0,0.08,LBL,3257518
2011/01/01 03:38:09.43,38.83633,-122.78575,1.477,0.98,ML,0,0,0,0.06,LBL,3146290
2011/01/01 03:41:12.39,38.82658,-122.78123,3.798,0.96,ML,0,0,0,0.15,LBL,3146291
2011/01/01 04:07:14.96,38.85788,-122.82764,0.988,1.21,ML,0,0,0,0.15,LBL,3146292
2011/01/01 04:07:26.38,38.84595,-122.82390,2.776,1.27,ML,0,0,0,0.03,LBL,3146293
2011/01/01 04:42:25.58,38.84825,-122.82882,1.355,0.59,ML,0,0,0,0.07,LBL,3257519
2011/01/01 04:43:41.48,38.83920,-122.79452,1.853,0.28,ML,0,0,0,0.09,LBL,3146294
2011/01/01 04:47:13.89,38.81897,-122.80724,4.070,0.94,ML,0,0,0,0.01,LBL,3146295
2011/01/01 04:48:09.20,38.81772,-122.81942,3.099,1.03,ML,0,0,0,0.03,LBL,3146296
2011/01/01 05:24:07.63,38.84140,-122.82947,2.917,1.34,ML,0,0,0,0.03,LBL,3146297
2011/01/01 05:28:12.58,38.81585,-122.81094,3.929,2.42,ML,0,0,0,0.05,LBL,3146298
2011/01/01 05:54:26.18,38.82098,-122.83005,2.239,1.11,ML,0,0,0,0.03,LBL,3146299
2011/01/01 05:58:58.36,38.83773,-122.80213,2.829,1.94,ML,0,0,0,0.09,LBL,3146300
2011/01/01 06:15:47.55,38.79845,-122.78167,0.613,1.03,ML,0,0,0,0.11,LBL,3146301
2011/01/01 06:46:45.67,38.84042,-122.78567,1.778,0.89,ML,0,0,0,0.07,LBL,3146302
2011/01/01 07:24:01.59,38.77772,-122.72385,1.722,1.40,ML,0,0,0,0.07,LBL,3146303
2011/01/01 07:32:44.23,38.84548,-122.81802,1.766,1.09,ML,0,0,0,0.07,LBL,3146304
2011/01/01 08:13:29.15,38.82115,-122.82169,3.320,0.99,ML,0,0,0,0.01,LBL,3146305
2011/01/01 08:21:35.32,38.84267,-122.82495,3.046,1.12,ML,0,0,0,0.04,LBL,3146306
2011/01/01 08:25:39.94,38.83692,-122.78564,1.702,1.08,ML,0,0,0,0.05,LBL,3146307
2011/01/01 08:26:53.58,38.82232,-122.82385,2.654,1.11,ML,0,0,0,0.02,LBL,3146308
2011/01/01 08:31:51.24,38.81853,-122.79462,0.736,0.82,ML,0,0,0,0.03,LBL,3257520
2011/01/01 08:34:29.25,38.81095,-122.77282,3.939,0.98,ML,0,0,0,0.03,LBL,3257521
2011/01/01 08:43:51.85,38.84418,-122.77713,1.783,1.32,ML,0,0,0,0.21,LBL,3146309
2011/01/01 09:02:35.17,38.82442,-122.81377,4.166,0.88,ML,0,0,0,0.05,LBL,3257522
2011/01/01 09:05:17.34,38.80820,-122.80376,3.832,0.93,ML,0,0,0,0.10,LBL,3257523
2011/01/01 09:11:44.00,38.83380,-122.79590,1.224,0.82,ML,0,0,0,0.06,LBL,3146310
2011/01/01 09:55:46.44,38.81244,-122.78913,3.975,1.75,ML,0,0,0,0.09,LBL,3146311
2011/01/01 09:56:03.93,38.81535,-122.78637,3.800,1.32,ML,0,0,0,0.02,LBL,3146312
2011/01/01 09:57:29.28,38.83220,-122.78973,3.566,1.23,ML,0,0,0,0.09,LBL,3146313
2011/01/01 10:18:13.11,38.81352,-122.83041,3.110,0.88,ML,0,0,0,0.01,LBL,3257524
2011/01/01 10:32:31.93,38.80702,-122.78990,1.739,1.04,ML,0,0,0,0.02,LBL,3146314
2011/01/01 10:40:43.85,38.77892,-122.72478,1.822,1.40,ML,0,0,0,0.03,LBL,3146315
2011/01/01 10:44:27.77,38.80970,-122.79432,3.897,1.29,ML,0,0,0,0.01,LBL,3146316
2011/01/01 11:20:51.67,38.79945,-122.79170,0.500,0.95,ML,0,0,0,0.04,LBL,3257525
2011/01/01 11:24:07.64,38.80653,-122.79092,4.141,1.16,ML,0,0,0,0.08,LBL,3146317
2011/01/01 11:30:52.36,38.81335,-122.78830,4.022,1.49,ML,0,0,0,0.07,LBL,3146318
2011/01/01 11:32:33.53,38.81185,-122.78907,4.180,1.57,ML,0,0,0,0.05,LBL,3146319
2011/01/01 11:34:22.62,38.81572,-122.82470,3.523,1.47,ML,0,0,0,0.07,LBL,3146320
2011/01/01 11:56:08.72,38.84202,-122.83260,2.529,0.84,ML,0,0,0,0.03,LBL,3311225
2011/01/01 12:27:34.55,38.83612,-122.77468,2.433,1.06,ML,0,0,0,0.05,LBL,3146321
2011/01/01 12:56:52.47,38.84202,-122.82882,2.438,0.99,ML,0,0,0,0.03,LBL,3146322
2011/01/01 12:58:17.52,38.81510,-122.79773,2.669,1.70,ML,0,0,0,0.07,LBL,3146323
2011/01/01 12:58:57.87,38.83740,-122.80048,3.573,0.97,ML,0,0,0,0.12,LBL,3257526
2011/01/01 13:10:20.30,38.78562,-122.77230,0.926,1.52,ML,0,0,0,0.13,LBL,3146324
2011/01/01 13:57:56.17,38.82782,-122.80248,1.578,1.53,ML,0,0,0,0.08,LBL,3146325
2011/01/01 14:22:46.44,38.84381,-122.82978,2.186,1.95,ML,0,0,0,0.06,LBL,3146326
2011/01/01 14:52:55.30,38.85728,-122.82273,2.353,1.61,ML,0,0,0,0.03,LBL,3146327
2011/01/01 15:30:49.97,38.81997,-122.79778,3.399,1.66,ML,0,0,0,0.16,LBL,3146328
2011/01/01 15:31:10.01,38.80548,-122.79498,0.452,0.80,ML,0,0,0,0.08,LBL,3257528
2011/01/01 15:31:37.79,38.80788,-122.79401,1.501,1.57,ML,0,0,0,0.03,LBL,3146329
2011/01/01 15:32:32.23,38.80293,-122.79550,0.605,0.79,ML,0,0,0,0.07,LBL,3146330
2011/01/01 15:47:30.10,38.83998,-122.82620,3.786,1.04,ML,0,0,0,0.03,LBL,3311226
2011/01/01 15:56:23.58,38.81365,-122.78765,4.012,1.35,ML,0,0,0,0.04,LBL,3146331
2011/01/01 16:04:13.20,38.81342,-122.78803,4.031,1.46,ML,0,0,0,0.04,LBL,3146332
2011/01/01 16:24:43.76,38.79045,-122.74242,2.906,1.18,ML,0,0,0,0.02,LBL,3146333
2011/01/01 16:48:48.92,38.79385,-122.75522,0.000,1.09,ML,0,0,0,0.07,LBL,3146334
2011/01/01 16:51:30.38,38.83703,-122.82986,3.000,0.95,ML,0,0,0,0.28,LBL,3146335
2011/01/01 16:52:37.76,38.78748,-122.77195,0.970,1.65,ML,0,0,0,0.07,LBL,3146336
2011/01/01 16:54:24.48,38.81512,-122.81797,1.434,0.88,ML,0,0,0,0.01,LBL,3146337
2011/01/01 17:03:26.24,38.76103,-122.74112,2.176,1.47,ML,0,0,0,0.02,LBL,3146338
2011/01/01 17:13:32.94,38.81653,-122.74095,2.782,1.26,ML,0,0,0,1.02,LBL,3146339
2011/01/01 17:15:00.01,38.82952,-122.79575,1.010,1.07,ML,0,0,0,0.06,LBL,3146340
2011/01/01 17:22:41.61,38.81250,-122.79388,3.732,1.50,ML,0,0,0,0.03,LBL,3146341
2011/01/01 17:25:10.71,38.83612,-122.77202,2.005,1.15,ML,0,0,0,0.11,LBL,3146342
2011/01/01 17:27:33.75,38.85345,-122.82888,1.382,1.12,ML,0,0,0,0.08,LBL,3146343
2011/01/01 17:31:48.57,38.81128,-122.82690,3.263,1.17,ML,0,0,0,0.03,LBL,3146344
2011/01/01 17:36:05.41,38.83335,-122.77248,2.790,1.92,ML,0,0,0,0.06,LBL,3146345
2011/01/01 17:39:34.92,38.81116,-122.79012,3.626,1.51,ML,0,0,0,0.04,LBL,3146346
2011/01/01 17:42:12.60,38.80878,-122.79008,2.051,0.93,ML,0,0,0,0.03,LBL,3146347
2011/01/01 17:50:04.18,38.83608,-122.79982,2.947,1.50,ML,0,0,0,0.08,LBL,3146348
2011/01/01 18:03:31.53,38.74962,-122.73938,0.925,1.33,ML,0,0,0,0.04,LBL,3146349
2011/01/01 18:08:13.03,38.87370,-122.81165,2.268,1.37,ML,0,0,0,0.10,LBL,3146350
2011/01/01 18:15:38.18,38.84840,-122.83403,2.092,0.70,ML,0,0,0,0.07,LBL,3257530
2011/01/01 18:21:25.48,38.83592,-122.77731,1.250,0.93,ML,0,0,0,0.06,LBL,3146351
2011/01/01 18:29:36.93,38.82677,-122.79463,3.776,2.32,ML,0,0,0,0.11,LBL,3146352
2011/01/01 18:30:56.60,38.82870,-122.79038,3.952,1.52,ML,0,0,0,0.06,LBL,3146353
