event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,x_m,y_m,z_m
3153760,2011/03/10 23:19:11.06,38.83032,-122.79552,0.0,0.69,ML,6321.825985616677,2866.908359591879,0.0
3311680,2011/03/10 23:20:04.11,38.72847,-122.70972,3.5,1.83,ML,19548.492417293535,5567.061185823917,3500.0
3153761,2011/03/10 23:20:47.97,38.7567,-122.71542,0.0,1.32,ML,16991.598836790403,3709.4814462408135,0.0
3153762,2011/03/10 23:21:40.96,38.74983,-122.71177,2.614,1.26,ML,17752.650937804952,4022.7273157890872,2614.0
3153763,2011/03/10 23:28:37.21,38.82298,-122.79705,0.22,0.82,ML,6801.867876102753,3534.6608073781676,220.0
3153764,2011/03/11 00:12:00.77,38.83075,-122.79163,2.44,1.18,ML,6526.83081915513,2594.662168361482,2440.0
3153765,2011/03/11 00:22:06.97,38.84028,-122.8286,3.19,1.0,ML,3513.840233337391,4117.396617430646,3190.0
3153766,2011/03/11 00:22:14.35,38.83935,-122.82719,3.105,0.77,ML,3673.0488051184816,4103.6170285636845,3105.0
3311681,2011/03/11 00:25:35.11,38.82347,-122.82682,4.153,0.36,ML,4937.365321829169,5322.539488933411,4153.0
3153767,2011/03/11 00:44:47.54,38.83672,-122.7914,2.044,0.77,ML,6074.1596600317625,2113.7730823235106,2044.0
3153768,2011/03/11 00:48:38.48,38.82035,-122.8092,3.557,0.69,ML,6262.1799999834575,4485.615592170571,3557.0
3153769,2011/03/11 00:56:17.42,38.8473,-122.82159,2.093,0.95,ML,3394.9797731195117,3138.502819519158,2093.0
3153770,2011/03/11 01:00:40.68,38.79115,-122.77815,2.174,1.3,ML,10449.968723212556,4863.984181959435,2174.0
3153771,2011/03/11 01:21:06.00,38.83027,-122.79777,3.776,1.26,ML,6187.712898274855,3008.8402094562516,3776.0
3153772,2011/03/11 01:32:20.20,38.75032,-122.71545,2.069,1.23,ML,17488.595586130687,4210.158794745011,2069.0
3153773,2011/03/11 01:43:24.23,38.79488,-122.7794,0.52,0.74,ML,10081.649731907519,4649.0234891018945,520.0
3153774,2011/03/11 02:06:57.19,38.84355,-122.8237,3.055,1.42,ML,3558.7489638152815,3561.1408179947643,3055.0
3153775,2011/03/11 02:07:09.54,38.81598,-122.7849,2.129,1.64,ML,8094.502583118889,3336.652853482602,2129.0
3153776,2011/03/11 02:14:04.23,38.82552,-122.79562,3.363,1.4,ML,6690.992254748826,3248.3432926002474,3363.0
3153777,2011/03/11 02:15:02.94,38.84543,-122.82798,2.803,0.26,ML,3149.206821454194,3676.697489517686,2803.0
3153778,2011/03/11 02:16:03.79,38.79255,-122.78367,0.976,0.53,ML,10001.890924928082,5093.13662962024,976.0
3153779,2011/03/11 02:17:38.80,38.8465,-122.8301,2.183,1.42,ML,2935.4982253818766,3723.0845676131753,2183.0
3259290,2011/03/11 02:26:10.77,38.8309,-122.79327,3.43,0.85,ML,6414.499631589657,2683.53706836041,3430.0
3153780,2011/03/11 02:28:28.24,38.81832,-122.76075,0.982,0.67,ML,9392.984703101178,1672.2526474575607,982.0
3153781,2011/03/11 02:29:20.81,38.82768,-122.82977,2.776,0.53,ML,4427.232627472515,5174.332378912992,2776.0
3153782,2011/03/11 02:46:52.30,38.84145,-122.80582,2.75,0.79,ML,4819.7615272811345,2628.5162804649726,2750.0
3311682,2011/03/11 03:22:31.77,38.83073,-122.7902,2.128,0.43,ML,6616.1155183715255,2508.504974153885,2128.0
3153783,2011/03/11 03:26:28.80,38.82772,-122.80395,2.205,0.86,ML,6007.989628830666,3587.3203675372442,2205.0
3153784,2011/03/11 03:35:54.03,38.83695,-122.77755,1.501,0.7,ML,6905.781479629684,1246.1849551227394,1501.0
3153785,2011/03/11 03:36:09.83,38.83855,-122.77825,1.526,0.86,ML,6737.740955708283,1164.0250783313775,1526.0
3259293,2011/03/11 03:37:33.56,38.83782,-122.77689,1.774,0.2,ML,6878.2448364766415,1137.6751303880503,1774.0
3153786,2011/03/11 03:49:43.68,38.84073,-122.8237,2.996,0.32,ML,3779.238066943906,3781.6299211233886,2996.0
3153787,2011/03/11 03:51:50.82,38.79617,-122.76445,1.221,1.13,ML,10897.87032008696,3631.0788278477294,1221.0
3153788,2011/03/11 04:08:33.63,38.83385,-122.79698,4.26,0.4,ML,5956.262422285983,2680.4672888490904,4260.0
3153789,2011/03/11 04:11:50.86,38.8464,-122.81992,1.828,1.1,ML,3567.791979182983,3106.428338856061,1828.0
3153790,2011/03/11 04:20:40.50,38.83613,-122.78903,3.268,0.8,ML,6265.6740258417885,2014.5201142769276,3268.0
3153791,2011/03/11 04:28:32.10,38.84902,-122.82667,2.225,1.37,ML,2948.872995290488,3315.644166580403,2225.0
3153792,2011/03/11 04:29:11.70,38.84132,-122.829,3.006,0.48,ML,3407.9877753537335,4060.6188149501177,3006.0
3153793,2011/03/11 04:32:31.32,38.82837,-122.81303,1.605,0.72,ML,5400.170332474094,4093.495751103978,1605.0
3311683,2011/03/11 04:33:15.53,38.77117,-122.71335,3.5,0.69,ML,15987.204570929038,2451.1258381514963,3500.0
3311684,2011/03/11 04:42:04.00,38.84855,-122.82903,2.045,0.2,ML,2840.850945410068,3497.1625841703644,2045.0
3153794,2011/03/11 04:51:22.52,38.79117,-122.76241,2.978,1.25,ML,11413.948817734106,3896.876582429087,2978.0
3259295,2011/03/11 05:08:43.83,38.80167,-122.80878,1.719,0.36,ML,7748.489033286869,5920.396237194913,1719.0
3153795,2011/03/11 05:35:27.10,38.82615,-122.78323,4.98,0.52,ML,7401.777777964572,2439.041361603461,4980.0
3259296,2011/03/11 05:49:56.07,38.84282,-122.86685,1.625,-0.01,ML,968.8616990217547,6265.182015613323,1625.0
3153796,2011/03/11 05:55:03.12,38.82582,-122.78922,3.005,0.66,ML,7060.133211207635,2832.289761007239,3005.0
3153797,2011/03/11 06:02:43.01,38.82413,-122.82813,3.068,0.7,ML,4805.40174079554,5351.2954046733585,3068.0
3153798,2011/03/11 06:07:29.67,38.77862,-122.7639,0.218,1.12,ML,12303.801968407082,4969.532824852138,218.0
3153799,2011/03/11 06:08:09.16,38.83107,-122.80113,1.157,0.91,ML,5919.049244982998,3152.4036623917273,1157.0
3153800,2011/03/11 06:32:45.21,38.78853,-122.7408,1.232,1.31,ML,12945.99328010455,2777.6627812355932,1232.0
3153802,2011/03/11 06:36:16.00,38.75725,-122.73148,0.873,1.04,ML,15963.421933689788,4651.651961596692,873.0
3153804,2011/03/11 06:39:05.02,38.79753,-122.7687,1.373,0.84,ML,10530.826042422448,3785.452764905058,1373.0
3259297,2011/03/11 07:02:47.07,38.84887,-122.8328,2.872,0.87,ML,2584.5665912799072,3703.4068581586384,2872.0
3153807,2011/03/11 07:09:35.01,38.75615,-122.7318,1.065,1.01,ML,16029.798459233652,4757.288211543408,1065.0
3259299,2011/03/11 07:17:21.21,38.84932,-122.84175,1.817,0.76,ML,2000.3594514870765,4217.245135250728,1817.0
3153808,2011/03/11 07:20:03.99,38.82137,-122.80292,5.631,1.06,ML,6567.664667956463,4020.628168742178,5631.0
3259300,2011/03/11 07:20:20.80,38.84308,-122.82816,2.63,0.85,ML,3321.9059432398003,3871.480206279787,2630.0
3153809,2011/03/11 07:30:14.11,38.84184,-122.82661,3.141,1.09,ML,3513.940743553645,3873.350716519223,3141.0
3259301,2011/03/11 07:31:10.95,38.83988,-122.78802,3.857,0.89,ML,6034.4271838280065,1659.3597671182224,3857.0
3153810,2011/03/11 07:33:21.51,38.83832,-122.8038,2.885,1.41,ML,5188.402299374573,2749.3300422668235,2885.0
3153811,2011/03/11 07:53:27.85,38.8175,-122.78931,4.094,0.82,ML,7705.1333543180335,3488.331701605886,4094.0000000000005
3153812,2011/03/11 07:56:45.79,38.81664,-122.8152,2.848,0.74,ML,6184.196173286004,5143.751598021804,2848.0
3259302,2011/03/11 08:05:52.29,38.79473,-122.7559,3.409,0.93,ML,11534.94588109849,3219.183627477467,3409.0
3153813,2011/03/11 08:11:09.16,38.82722,-122.79475,1.431,0.71,ML,6611.441979730046,3062.055641861158,1431.0
3153814,2011/03/11 08:16:27.21,38.83703,-122.83293,2.985,0.54,ML,3502.3334424000564,4637.122972317174,2985.0
3153815,2011/03/11 08:17:46.88,38.81253,-122.796,4.35,1.12,ML,7683.339045029714,4287.311005610066,4350.0
3153816,2011/03/11 08:17:56.00,38.83662,-122.83,2.435,0.79,ML,3714.1262945220924,4489.443972877173,2435.0
3153817,2011/03/11 08:24:34.86,38.7955,-122.80173,3.953,1.74,ML,8663.377082534516,5970.3434831988125,3953.0
3153818,2011/03/11 08:30:39.92,38.83732,-122.79716,3.576,0.76,ML,5673.909565274192,2420.198026813795,3576.0
3153819,2011/03/11 08:36:26.49,38.77802,-122.71436,1.84,1.12,ML,15389.662585579565,1977.4973579469447,1840.0
3153820,2011/03/11 09:00:09.37,38.84663,-122.82504,1.917,0.77,ML,3235.731030161039,3402.5229802762674,1917.0
3259303,2011/03/11 09:05:53.93,38.78778,-122.77332,0.378,1.33,ML,11009.749252814838,4831.188246360249,378.0
3153821,2011/03/11 09:16:41.38,38.81158,-122.79342,1.994,1.25,ML,7915.88305299024,4203.323485573576,1994.0
3153823,2011/03/11 09:43:40.29,38.83798,-122.82626,3.461,0.5,ML,3837.2151386963174,4153.684788096875,3461.0
3153824,2011/03/11 09:45:48.93,38.80805,-122.78394,0.0,0.92,ML,8773.4200377402,3897.7911348970997,0.0
3259305,2011/03/11 09:59:22.59,38.84563,-122.82436,2.827,0.39,ML,3355.6321125617005,3438.997148321085,2827.0
3153825,2011/03/11 10:01:40.50,38.82867,-122.78833,3.499,0.34,ML,6891.894033569387,2554.859474874485,3499.0
3153826,2011/03/11 10:02:02.72,38.74,-122.71173,1.573,0.82,ML,18523.689026521406,4788.857938955405,1573.0
3153827,2011/03/11 10:05:10.89,38.85832,-122.82738,2.088,1.44,ML,2178.174323957749,2632.0530087674174,2088.0
3153828,2011/03/11 10:08:09.48,38.84622,-122.83448,1.953,0.92,ML,2688.707021563907,4013.660841555434,1953.0
3259306,2011/03/11 10:08:47.79,38.84583,-122.83324,3.174,0.64,ML,2795.2659114308453,3968.0882993628447,3174.0
3153829,2011/03/11 10:22:57.09,38.81258,-122.82567,1.846,0.74,ML,5859.373377792687,6103.45791032565,1846.0
3153830,2011/03/11 10:30:57.55,38.8307,-122.79847,2.039,1.14,ML,6111.151895863863,3018.1598541753,2039.0000000000002
3153831,2011/03/11 10:31:44.96,38.8287,-122.79626,1.776,0.8,ML,6403.095882137051,3038.9663687941775,1776.0
3153832,2011/03/11 10:34:29.18,38.8297,-122.78368,0.677,0.82,ML,7096.607214702257,2189.0797857823845,677.0
3153833,2011/03/11 10:52:44.28,38.799,-122.81198,3.208,1.04,ML,7760.951370618832,6325.455818553656,3208.0
3153834,2011/03/11 10:58:21.76,38.84842,-122.8235,2.128,1.36,ML,3190.2438928561214,3168.098419283168,2128.0
3153835,2011/03/11 11:31:34.62,38.83015,-122.75777,3.285,1.25,ML,8650.82818846383,564.4899493200679,3285.0
3311686,2011/03/11 11:43:15.28,38.75013,-122.71567,1.389,2.14,ML,17489.95570466,4238.509973800955,1389.0
3259310,2011/03/11 11:46:45.34,38.83998,-122.82377,3.084,0.26,ML,3833.5847535052235,3844.564672397013,3084.0
3153836,2011/03/11 11:48:50.98,38.83252,-122.79405,2.2,1.63,ML,6239.987889613161,2604.720904614232,2200.0
3153837,2011/03/11 11:56:03.09,38.85197,-122.8261,3.419,0.71,ML,2753.185192928818,3050.024980127079,3419.0
3153838,2011/03/11 11:57:08.36,38.85157,-122.83055,2.326,0.7,ML,2511.4824717807755,3354.2778014533133,2326.0
3153839,2011/03/11 12:08:22.11,38.82084,-122.81248,3.693,1.27,ML,6022.661976061631,4648.509743374058,3693.0
3153840,2011/03/11 12:20:51.41,38.8478,-122.81937,2.47,0.66,ML,3492.068129529006,2963.226837886369,2470.0
3153841,2011/03/11 12:33:21.63,38.8271,-122.80003,3.491,1.59,ML,6296.931768434219,3395.3308832097778,3491.0
3259311,2011/03/11 13:02:41.93,38.82777,-122.8283,2.991,0.31,ML,4510.370420689507,5077.120813155851,2991.0
3153842,2011/03/11 13:05:35.62,38.84557,-122.77885,1.147,2.61,ML,6152.05783501526,651.9539408939207,1147.0
3153843,2011/03/11 13:07:26.89,38.81647,-122.78782,4.36,1.03,ML,7877.068154172685,3477.463409710465,4360.0
3153845,2011/03/11 13:36:08.20,38.84423,-122.83663,2.036,0.6,ML,2712.4122590924776,4301.142352413977,2036.0
3153846,2011/03/11 14:06:53.96,38.84302,-122.8252,2.519,0.83,ML,3508.1734261151,3694.5952384308825,2519.0
3153847,2011/03/11 14:18:37.58,38.84018,-122.79667,3.207,0.91,ML,5480.351183632459,2166.523192180683,3207.0
3259312,2011/03/11 14:25:50.58,38.8462,-122.83376,2.055,0.15,ML,2734.4379640212983,3971.0574041068417,2055.0
3153848,2011/03/11 14:43:56.10,38.81288,-122.79283,3.67,0.97,ML,7850.431698634199,4065.48701434994,3670.0
3153849,2011/03/11 14:44:35.74,38.81318,-122.79269,3.782,1.09,ML,7835.563475780278,4033.442662069662,3782.0
3153851,2011/03/11 15:04:36.93,38.82872,-122.76659,1.38,1.97,ML,8221.58841560983,1217.3463303126023,1380.0
3153852,2011/03/11 15:14:01.48,38.84675,-122.82571,1.946,0.94,ML,3185.2484911501524,3434.240489233253,1946.0
3153853,2011/03/11 15:24:35.10,38.83035,-122.8048,1.987,1.63,ML,5750.214353021928,3433.8287346728744,1987.0
3153854,2011/03/11 15:24:59.34,38.82713,-122.7967,2.442,1.08,ML,6498.8593932104795,3188.712000920873,2442.0
3153855,2011/03/11 15:26:58.73,38.83277,-122.80289,1.688,0.87,ML,5678.166039996656,3127.4489416202014,1688.0
3153856,2011/03/11 15:31:55.00,38.83768,-122.8018,1.347,1.38,ML,5361.129018275395,2676.6834836519974,1347.0
3259313,2011/03/11 15:43:44.67,38.8132,-122.81253,2.231,0.63,ML,6616.948266795303,5248.93036604584,2231.0
3153857,2011/03/11 15:47:07.40,38.7918,-122.77748,2.183,1.47,ML,10440.246790801573,4772.062201580579,2183.0
3153858,2011/03/11 15:51:37.88,38.80098,-122.77711,4.177,0.98,ML,9745.181419425588,4031.6027738636303,4177.0
3259314,2011/03/11 16:33:34.36,38.78777,-122.7448,2.733,1.07,ML,12760.042597757425,3082.458653921505,2733.0
3153859,2011/03/11 16:37:29.82,38.8115,-122.79166,3.773,1.11,ML,8030.102305115244,4101.614253483765,3773.0
3153860,2011/03/11 16:49:26.69,38.83362,-122.79008,2.317,0.89,ML,6397.514479802434,2275.1815389343774,2317.0
3153861,2011/03/11 17:18:07.88,38.83002,-122.7968,3.203,0.65,ML,6266.762824378072,2968.884095964683,3203.0
3153862,2011/03/11 17:24:41.28,38.82132,-122.80856,2.62,0.91,ML,6225.597727919892,4370.513871301301,2620.0
3153863,2011/03/11 17:48:44.29,38.80798,-122.8187,4.253,0.82,ML,6646.599389889579,6035.558050279071,4253.0
3153864,2011/03/11 17:59:29.31,38.82893,-122.79424,1.111,0.38,ML,6509.026233481423,2897.069709846959,1111.0
3259315,2011/03/11 18:07:20.06,38.76962,-122.74537,0.0,1.14,ML,14144.182303507507,4536.529743763242,0.0
3153865,2011/03/11 18:14:21.27,38.83458,-122.79469,2.836,0.72,ML,6039.6616572510775,2482.9141210578528,2836.0
3311688,2011/03/11 18:26:37.89,38.84558,-122.8287,3.542,0.28,ML,3093.311487717932,3709.1365356874053,3542.0
3153866,2011/03/11 18:29:15.23,38.83253,-122.79333,1.494,0.66,ML,6283.37320331423,2559.7718384093187,1494.0
3153867,2011/03/11 18:57:45.05,38.81448,-122.82584,3.065,0.71,ML,5700.388525574388,5965.329786695876,3065.0
3153868,2011/03/11 19:00:21.99,38.79215,-122.78181,4.387,0.87,ML,10147.264549062696,5010.3131056638185,4387.0
3153869,2011/03/11 19:05:31.84,38.8312,-122.77496,1.955,0.91,ML,7514.2395218539,1536.8846029619683,1955.0
3259317,2011/03/11 19:09:16.15,38.79143,-122.78143,0.95,0.54,ML,10226.870100586882,5043.297734460818,950.0
3153870,2011/03/11 19:11:58.68,38.8415,-122.82367,3.127,0.92,ML,3720.8738951031196,3719.5851501204347,3127.0
3153871,2011/03/11 19:15:55.00,38.79413,-122.7772,0.006,1.24,ML,10275.245753458476,4572.708905384768,6.0
3153873,2011/03/11 19:25:56.42,38.8424,-122.8244,2.995,0.4,ML,3605.724409256828,3693.996910566351,2995.0
3153875,2011/03/11 19:26:29.62,38.83757,-122.86982,3.515,1.58,ML,1197.1570728862969,6857.856706590041,3515.0
3259319,2011/03/11 19:45:06.36,38.82618,-122.80023,1.639,0.34,ML,6356.595719764015,3479.5321622902666,1639.0
3259321,2011/03/11 19:55:49.07,38.81493,-122.81467,2.957,0.52,ML,6350.408971688174,5244.940477882457,2957.0
3259322,2011/03/11 20:04:43.86,38.82577,-122.82333,3.288,0.36,ML,4971.621968449452,4928.619766287973,3288.0
3153878,2011/03/11 20:11:52.89,38.79975,-122.73445,0.0,1.03,ML,12458.258203160107,1510.8675481774408,0.0
3153879,2011/03/11 20:16:15.95,38.75483,-122.72953,2.01,1.27,ML,16272.25545951896,4721.246541846579,2009.9999999999998
3153880,2011/03/11 20:17:10.08,38.83448,-122.77631,2.018,0.7,ML,7174.970629961125,1363.2426733929085,2017.9999999999998
3153881,2011/03/11 20:22:41.44,38.74927,-122.72417,1.935,1.19,ML,17035.778847629543,4827.169546214184,1935.0
3153882,2011/03/11 20:38:39.11,38.75667,-122.72717,0.044,1.39,ML,16273.16046284299,4432.611077701976,44.0
3153883,2011/03/11 20:50:26.16,38.83157,-122.80098,2.349,0.91,ML,5889.156930278514,3104.1083518729165,2349.0
3153884,2011/03/11 20:53:23.23,38.84828,-122.83385,2.492,0.29,ML,2566.2868048135438,3813.9480423873347,2492.0
3153885,2011/03/11 20:56:56.39,38.84843,-122.83022,1.59,0.66,ML,2777.2349103763095,3579.5436492580243,1590.0
3311690,2011/03/11 20:59:28.23,38.84027,-122.78933,1.113,0.34,ML,5923.5742616046,1709.226341668393,1113.0
3153886,2011/03/11 21:24:17.99,38.78575,-122.7731,1.104,1.57,ML,11181.965662280509,4976.4135952992865,1104.0
3153887,2011/03/11 21:39:39.50,38.83932,-122.84953,1.356,0.33,ML,2304.9846789472836,5476.372412248635,1356.0
3153888,2011/03/11 21:40:43.94,38.82,-122.78214,2.825,0.64,ML,7949.495891208862,2853.031038600807,2825.0
3153889,2011/03/11 21:48:23.42,38.78885,-122.78046,2.65,1.35,ML,10488.097193459555,5185.518787738703,2650.0
3153890,2011/03/11 21:55:10.66,38.83718,-122.8066,2.273,0.81,ML,5105.7748978673935,3010.2252292832936,2273.0
3153891,2011/03/11 22:03:24.07,38.8227,-122.82964,1.73,1.1,ML,4824.581632602115,5555.732121004205,1730.0
3259324,2011/03/11 22:03:36.18,38.82155,-122.82917,1.686,0.48,ML,4943.328761715845,5616.816529902498,1686.0
3153893,2011/03/11 22:03:43.81,38.8176,-122.8314,2.68,0.55,ML,5115.37427913151,6062.453251748417,2680.0
3153894,2011/03/11 22:06:07.15,38.81553,-122.82255,1.355,0.4,ML,5820.1110398470155,5681.413259455218,1355.0
3153895,2011/03/11 22:06:14.05,38.81692,-122.82148,0.403,0.77,ML,5777.0675925234755,5507.095108658932,403.0
3153896,2011/03/11 22:06:40.78,38.82137,-122.82674,2.164,0.65,ML,5106.466800347338,5481.826036351303,2164.0
3153897,2011/03/11 22:12:20.72,38.8229,-122.82922,2.061,0.89,ML,4834.7083016962315,5514.330401820995,2061.0
3153898,2011/03/11 22:13:36.57,38.83207,-122.79235,1.894,0.8,ML,6379.455963907902,2535.621693020235,1894.0
3153899,2011/03/11 22:13:43.50,38.84848,-122.82359,2.309,0.78,ML,3180.031736598245,3168.928060513538,2309.0
3153900,2011/03/11 22:17:17.06,38.82035,-122.82588,0.997,0.68,ML,5238.973432741201,5508.822159412827,997.0
3153901,2011/03/11 22:19:12.71,38.83249,-122.7946,0.919,0.68,ML,6208.594692711309,2640.8053590298364,919.0
3153902,2011/03/11 22:19:36.69,38.83045,-122.79652,1.364,1.02,ML,6250.318274958456,2918.087287692354,1364.0
3153903,2011/03/11 22:19:45.66,38.83443,-122.79272,0.257,0.39,ML,6172.236140211645,2373.79592566494,257.0
3259326,2011/03/11 22:20:10.75,38.7959,-122.76455,1.713,0.87,ML,10912.84664695852,3658.3238185955056,1713.0
3311691,2011/03/11 22:21:33.26,38.8319,-122.79555,0.37,0.25,ML,6196.449238182738,2745.2122113218516,370.0
3153904,2011/03/11 22:22:05.79,38.81975,-122.822,1.034,0.87,ML,5523.898087065285,5317.72265535603,1034.0
3153905,2011/03/11 22:25:02.15,38.83247,-122.79472,0.661,0.88,ML,6202.7972468905,2649.730309859444,661.0
3153906,2011/03/11 22:55:44.40,38.81128,-122.82848,3.002,1.08,ML,5788.642563127588,6377.476550570427,3002.0
3153907,2011/03/11 22:59:44.56,38.82275,-122.79792,3.657,1.86,ML,6766.482342044023,3606.012649039747,3657.0
3153908,2011/03/11 23:09:51.81,38.81157,-122.79514,4.328,1.1,ML,7811.1544199098225,4309.615871157837,4328.0
3153909,2011/03/11 23:10:36.16,38.84918,-122.82127,2.451,0.8,ML,3267.6168999018546,2971.8802218986493,2451.0
3259328,2011/03/11 23:11:48.41,38.82698,-122.79832,1.39,0.76,ML,6411.211359599522,3299.816322098375,1390.0
3153910,2011/03/11 23:17:13.68,38.84318,-122.82988,2.338,0.79,ML,3208.5766713854655,3969.17195309013,2338.0
3153911,2011/03/11 23:18:34.72,38.78983,-122.77531,2.926,1.13,ML,10727.391415542817,4792.97682021765,2926.0
3153913,2011/03/11 23:19:36.91,38.82145,-122.81834,1.843,0.95,ML,5615.495673113473,4960.287143549974,1843.0
3153914,2011/03/11 23:47:12.17,38.82535,-122.76738,1.247,0.35,ML,8436.619490300807,1529.2998496236098,1247.0
3311692,2011/03/11 23:48:00.17,38.83815,-122.75896,1.517,0.7,ML,7952.328636619226,11.987497598624941,1517.0
3153915,2011/03/12 00:05:18.73,38.84706,-122.82757,2.48,0.77,ML,3046.9117532864852,3524.100899458877,2480.0
3259329,2011/03/12 00:09:45.88,38.82535,-122.78927,1.279,0.97,ML,7093.81422909335,2872.105110831065,1279.0
3311693,2011/03/12 00:21:20.74,38.82723,-122.79632,2.346,0.25,ML,6514.351092052395,3157.5827770338556,2346.0
3153916,2011/03/12 00:33:03.29,38.82957,-122.78976,3.443,0.91,ML,6733.804224157203,2572.211558886294,3443.0
3153917,2011/03/12 00:40:55.23,38.84897,-122.82498,3.093,0.68,ML,3056.452586302148,3215.8833380912956,3093.0
3153918,2011/03/12 00:43:43.06,38.8398,-122.82774,3.146,0.93,ML,3604.125548109936,4102.171422872597,3146.0
3153919,2011/03/12 01:15:22.70,38.84505,-122.81955,1.654,0.1,ML,3696.042301403708,3189.284604737567,1654.0
3153920,2011/03/12 01:18:47.04,38.82208,-122.78705,1.412,0.57,ML,7485.669932594359,2991.5964762880476,1412.0
3153921,2011/03/12 01:26:12.46,38.8288,-122.7874,3.614,0.53,ML,6938.778929312837,2487.6457965732898,3614.0
3153922,2011/03/12 02:01:22.01,38.82848,-122.75855,1.531,0.95,ML,8733.553733470411,742.9110725587122,1531.0
3153923,2011/03/12 02:01:29.48,38.82841,-122.76067,1.164,1.06,ML,8608.979030152184,878.4320434082908,1164.0
3153924,2011/03/12 02:13:02.19,38.78243,-122.77505,4.359,0.9,ML,11321.929105232011,5355.615983828327,4359.0
3153925,2011/03/12 02:33:53.40,38.8441,-122.84133,3.948,0.32,ML,2434.2630492903654,4599.620344774946,3948.0
3153926,2011/03/12 02:36:56.81,38.79292,-122.80096,4.178,0.69,ML,8912.335511531284,6124.833200351489,4178.0
3259330,2011/03/12 02:46:02.89,38.77917,-122.75723,1.698,0.77,ML,12669.95871479244,4517.369690720935,1698.0
3153927,2011/03/12 03:03:32.97,38.81683,-122.78822,1.626,1.24,ML,7824.3832813408235,3473.8531923817327,1626.0
3153928,2011/03/12 03:35:53.29,38.84365,-122.8264,2.732,0.73,ML,3385.30323896957,3718.9490177964844,2732.0
3153929,2011/03/12 03:43:25.72,38.8559,-122.82359,2.727,1.5,ML,2599.8795574444653,2588.7758813597584,2727.0
3153930,2011/03/12 04:26:00.17,38.80733,-122.79695,0.382,0.73,ML,8031.638542779646,4752.162810178842,382.0
3153931,2011/03/12 04:28:42.91,38.78843,-122.74305,0.192,1.23,ML,12815.789574024006,2923.5040123612416,192.0
3153932,2011/03/12 04:31:05.35,38.80652,-122.79525,0.924,1.41,ML,8199.254162154682,4711.211143665142,924.0
3153933,2011/03/12 04:31:49.79,38.81295,-122.79277,1.842,0.64,ML,7848.639164030693,4056.3332814220967,1842.0
3153934,2011/03/12 04:32:08.71,38.81035,-122.79208,1.03,0.76,ML,8094.253879982276,4217.294216629868,1030.0
3153935,2011/03/12 04:36:35.43,38.81978,-122.8106,3.844,1.38,ML,6220.866299230182,4616.063185677379,3844.0
3153936,2011/03/12 04:40:28.72,38.81298,-122.79749,3.108,1.04,ML,7556.753067805177,4343.528120133859,3108.0
3153937,2011/03/12 04:41:39.19,38.83552,-122.78968,3.082,2.32,ML,6273.495319630516,2102.0877232593307,3082.0
3153938,2011/03/12 04:54:44.85,38.82092,-122.825,2.942,1.2,ML,5248.388607417147,5410.273091982237,2942.0
3153939,2011/03/12 04:55:01.16,38.83643,-122.79083,3.004,1.85,ML,6131.799763392212,2101.4818015923056,3004.0
3153940,2011/03/12 05:33:36.93,38.83548,-122.79555,2.968,0.79,ML,5916.537539884721,2465.3005130238344,2968.0
3153941,2011/03/12 05:40:24.45,38.81527,-122.81425,1.928,0.91,ML,6349.589373251811,5192.5924911670245,1928.0
3259333,2011/03/12 05:56:49.80,38.81425,-122.81557,4.076,0.78,ML,6348.367569399046,5353.317050474066,4075.9999999999995
3259334,2011/03/12 06:04:06.22,38.838,-122.79702,2.543,0.51,ML,5629.330044835575,2358.4423769488203,2543.0
3259335,2011/03/12 06:41:16.89,38.8294,-122.83974,4.236,0.66,ML,3681.1570178794036,5651.442557739436,4236.0
3153942,2011/03/12 06:44:22.16,38.84725,-122.82172,2.092,0.44,ML,3390.9145228610387,3150.386832299071,2092.0
3153943,2011/03/12 06:53:16.02,38.83698,-122.777,1.0,0.78,ML,6937.174676532092,1210.1005007076897,1000.0
3153944,2011/03/12 06:56:45.53,38.84,-122.79105,4.083,0.48,ML,5839.174411082799,1835.8475098095269,4083.0
3153946,2011/03/12 07:05:27.07,38.82078,-122.7863,2.295,1.9,ML,7633.321334918273,3047.232899543811,2295.0
3153947,2011/03/12 07:05:41.67,38.82102,-122.79053,1.066,1.13,ML,7355.074063891105,3287.950110464287,1066.0
3259336,2011/03/12 07:18:02.52,38.84465,-122.82478,2.306,0.24,ML,3406.491791140505,3541.3852151789597,2306.0
3153948,2011/03/12 07:39:24.85,38.8322,-122.80318,1.53,0.54,ML,5704.943423753951,3189.805450616438,1530.0
3153949,2011/03/12 07:39:40.57,38.83107,-122.7942,1.064,0.46,ML,6344.158448279663,2727.294459095061,1064.0
3153950,2011/03/12 07:49:09.35,38.83545,-122.77535,2.788,1.55,ML,7158.0182200981135,1228.5110903230839,2788.0
3153951,2011/03/12 07:50:18.57,38.81685,-122.80569,2.275,1.54,ML,6751.151739284152,4543.957229429605,2275.0
3153952,2011/03/12 07:52:43.44,38.75045,-122.72283,2.33,2.08,ML,17025.71749783453,4652.708100483423,2330.0
3311695,2011/03/12 07:59:42.80,38.74649,-122.69237,1.5,0.65,ML,19203.858002003562,3093.813588079817,1500.0
3153953,2011/03/12 08:06:44.24,38.83738,-122.82992,1.505,0.94,ML,3659.611164902838,4425.113912157642,1505.0
