<HTML><HEAD><TITLE>NCEDC_Search_Results</TITLE></HEAD><BODY>Your search parameters are:<ul>
<li>start_time=2011/04/01,00:00:00
<li>end_time=2011/04/30,23:59:59
<li>minimum_magnitude=-2.0
<li>maximum_magnitude=10
<li>rflag=A,F,H,I
<li>system=selected
<li>format=egscsv
<li>catalog=BG
</ul>
<PRE>
DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2011/04/01 00:03:12.13,38.82902,-122.80473,1.578,0.75,ML,0,0,0,0.08,LBL,3156099
2011/04/01 00:04:27.43,38.83735,-122.78680,2.828,0.54,ML,0,0,0,0.10,LBL,3156100
2011/04/01 00:10:06.48,38.82023,-122.80205,1.606,0.59,ML,0,0,0,0.02,LBL,3156101
2011/04/01 00:17:08.34,38.84157,-122.82827,3.246,0.26,ML,0,0,0,0.02,LBL,3259893
2011/04/01 00:25:59.36,38.81567,-122.81902,3.583,1.17,ML,0,0,0,0.04,LBL,3156102
2011/04/01 00:28:28.09,38.82037,-122.82310,1.682,0.51,ML,0,0,0,0.04,LBL,3156103
2011/04/01 00:29:23.81,38.83163,-122.79514,3.723,0.99,ML,0,0,0,0.17,LBL,3156104
2011/04/01 00:33:50.04,38.76233,-122.73430,1.999,1.37,ML,0,0,0,0.06,LBL,3156105
2011/04/01 00:36:22.31,38.83787,-122.82684,2.399,1.19,ML,0,0,0,0.02,LBL,3156106
2011/04/01 00:49:02.57,38.84378,-122.82745,2.970,1.07,ML,0,0,0,0.04,LBL,3156107
2011/04/01 00:53:48.37,38.79212,-122.80852,3.814,0.97,ML,0,0,0,0.02,LBL,3156108
2011/04/01 01:01:02.57,38.83293,-122.79060,2.618,0.80,ML,0,0,0,0.11,LBL,3156109
2011/04/01 01:02:10.89,38.83500,-122.87894,3.458,1.26,ML,0,0,0,0.03,LBL,3156110
2011/04/01 01:28:07.29,38.80902,-122.79583,2.126,0.63,ML,0,0,0,0.07,LBL,3156111
2011/04/01 01:32:01.74,38.80605,-122.79125,1.633,1.35,ML,0,0,0,0.06,LBL,3156112
2011/04/01 01:41:21.49,38.79715,-122.73505,0.000,0.74,ML,0,0,0,0.06,LBL,3156113
2011/04/01 01:44:48.40,38.83715,-122.83462,3.140,0.23,ML,0,0,0,0.06,LBL,3156114
2011/04/01 01:47:40.38,38.83487,-122.80328,1.639,1.29,ML,0,0,0,0.08,LBL,3156115
2011/04/01 01:51:06.20,38.81915,-122.79722,0.730,0.61,ML,0,0,0,0.03,LBL,3156116
2011/04/01 02:06:36.84,38.83417,-122.79833,1.540,0.43,ML,0,0,0,0.10,LBL,3156117
2011/04/01 02:44:45.19,38.84087,-122.77800,2.438,0.88,ML,0,0,0,0.06,LBL,3311841
2011/04/01 02:47:14.57,38.76875,-122.71622,1.523,1.52,ML,0,0,0,0.13,LBL,3156118
2011/04/01 02:50:52.71,38.81845,-122.78467,1.888,0.47,ML,0,0,0,0.04,LBL,3156119
2011/04/01 02:52:30.81,38.82757,-122.63457,0.000,0.97,ML,0,0,0,0.40,LBL,3156120
2011/04/01 03:07:10.31,38.82247,-122.82962,3.775,0.25,ML,0,0,0,0.01,LBL,3156121
2011/04/01 03:08:32.88,38.83503,-122.78741,3.192,1.06,ML,0,0,0,0.20,LBL,3156122
2011/04/01 03:12:56.93,38.82020,-122.81000,3.698,1.03,ML,0,0,0,0.05,LBL,3156123
2011/04/01 03:17:01.64,38.83520,-122.78855,1.653,0.57,ML,0,0,0,0.12,LBL,3156124
2011/04/01 03:34:11.67,38.82595,-122.82770,3.433,1.06,ML,0,0,0,0.03,LBL,3156125
2011/04/01 03:38:54.06,38.83977,-122.82770,3.083,0.53,ML,0,0,0,0.03,LBL,3156126
2011/04/01 03:41:52.04,38.79207,-122.75505,1.945,0.78,ML,0,0,0,0.02,LBL,3259894
2011/04/01 03:44:26.19,38.85638,-122.82090,1.290,1.47,ML,0,0,0,0.19,LBL,3156127
2011/04/01 03:53:20.82,38.84045,-122.79140,3.099,0.79,ML,0,0,0,0.11,LBL,3156128
2011/04/01 03:55:17.63,38.83675,-122.78525,3.414,0.60,ML,0,0,0,0.08,LBL,3156129
2011/04/01 04:03:48.27,38.85117,-122.83158,1.897,0.23,ML,0,0,0,0.04,LBL,3156130
2011/04/01 04:05:49.39,38.77063,-122.71655,1.733,1.32,ML,0,0,0,0.11,LBL,3156131
2011/04/01 04:11:26.40,38.82468,-122.77966,1.519,0.53,ML,0,0,0,0.08,LBL,3311842
2011/04/01 04:22:22.85,38.82827,-122.79868,3.717,1.51,ML,0,0,0,0.07,LBL,3156132
2011/04/01 04:29:18.15,38.83220,-122.79912,3.480,0.50,ML,0,0,0,0.03,LBL,3259896
2011/04/01 04:30:51.17,38.81012,-122.83262,3.012,0.44,ML,0,0,0,0.07,LBL,3259897
2011/04/01 04:39:11.28,38.79460,-122.77458,1.354,1.29,ML,0,0,0,0.08,LBL,3156133
2011/04/01 04:42:31.66,38.83197,-122.76910,2.541,3.26,ML,0,0,0,0.24,LBL,3156134
2011/04/01 04:44:23.59,38.83183,-122.76994,1.167,0.95,ML,0,0,0,0.06,LBL,3156135
2011/04/01 04:45:20.61,38.83932,-122.76800,1.283,0.93,ML,0,0,0,0.05,LBL,3156136
2011/04/01 04:45:48.12,38.83893,-122.77185,0.470,0.30,ML,0,0,0,0.05,LBL,3259898
2011/04/01 04:46:17.35,38.83200,-122.77890,0.613,0.59,ML,0,0,0,0.04,LBL,3156137
2011/04/01 04:48:16.12,38.82763,-122.77742,0.941,0.36,ML,0,0,0,0.02,LBL,3259899
2011/04/01 04:52:27.32,38.83750,-122.76770,1.646,1.59,ML,0,0,0,0.09,LBL,3156138
2011/04/01 05:08:49.95,38.83232,-122.86675,2.775,0.31,ML,0,0,0,0.02,LBL,3156139
2011/04/01 05:30:25.37,38.83430,-122.77067,1.179,0.24,ML,0,0,0,0.03,LBL,3156140
2011/04/01 05:40:40.91,38.79885,-122.78920,0.000,0.22,ML,0,0,0,0.16,LBL,3311843
2011/04/01 05:47:51.17,38.83560,-122.79052,1.631,0.52,ML,0,0,0,0.11,LBL,3156141
2011/04/01 05:49:27.33,38.82250,-122.78285,1.513,0.84,ML,0,0,0,0.07,LBL,3156142
2011/04/01 06:04:30.52,38.80262,-122.73382,2.316,0.89,ML,0,0,0,0.05,LBL,3156143
2011/04/01 06:11:55.85,38.83793,-122.83537,2.206,0.58,ML,0,0,0,0.05,LBL,3156144
2011/04/01 06:18:02.83,38.79102,-122.78075,1.491,1.88,ML,0,0,0,0.08,LBL,3156145
2011/04/01 06:21:12.07,38.83772,-122.83128,1.970,0.72,ML,0,0,0,0.03,LBL,3156146
2011/04/01 06:26:46.74,38.83160,-122.78063,2.708,0.45,ML,0,0,0,0.10,LBL,3156147
2011/04/01 06:27:45.50,38.79330,-122.78239,1.090,1.08,ML,0,0,0,0.05,LBL,3156148
2011/04/01 06:40:31.97,38.83945,-122.83244,1.311,0.81,ML,0,0,0,0.08,LBL,3156149
2011/04/01 06:43:35.83,38.79745,-122.78138,1.107,0.65,ML,0,0,0,0.09,LBL,3156150
2011/04/01 06:59:52.43,38.81350,-122.81786,2.455,1.06,ML,0,0,0,0.04,LBL,3156151
2011/04/01 07:05:56.69,38.78710,-122.73402,2.683,0.71,ML,0,0,0,0.00,LBL,3259901
2011/04/01 07:06:15.89,38.78736,-122.73400,1.535,0.91,ML,0,0,0,0.02,LBL,3156152
2011/04/01 07:06:25.40,38.83688,-122.79018,3.690,1.09,ML,0,0,0,0.12,LBL,3156153
2011/04/01 07:06:34.07,38.81365,-122.81930,1.846,0.42,ML,0,0,0,0.09,LBL,3156154
2011/04/01 07:08:14.11,38.78925,-122.80760,3.753,0.79,ML,0,0,0,0.00,LBL,3259902
2011/04/01 07:09:46.42,38.79152,-122.77728,2.122,1.15,ML,0,0,0,0.05,LBL,3156155
2011/04/01 07:23:12.89,38.81982,-122.75570,1.193,1.37,ML,0,0,0,0.14,LBL,3156156
2011/04/01 07:23:42.64,38.82123,-122.75653,0.947,0.76,ML,0,0,0,0.07,LBL,3156157
2011/04/01 07:25:03.40,38.81473,-122.81285,2.374,1.00,ML,0,0,0,0.09,LBL,3156158
2011/04/01 07:44:21.97,38.83605,-122.79435,2.974,1.12,ML,0,0,0,0.07,LBL,3156159
2011/04/01 07:50:09.45,38.84277,-122.82774,2.619,1.57,ML,0,0,0,0.11,LBL,3156160
2011/04/01 07:51:55.28,38.84375,-122.83009,2.786,0.58,ML,0,0,0,0.02,LBL,3156161
2011/04/01 08:01:10.82,38.81885,-122.79248,4.668,1.07,ML,0,0,0,0.08,LBL,3156162
2011/04/01 08:14:43.98,38.79633,-122.73515,1.766,0.72,ML,0,0,0,0.01,LBL,3311844
2011/04/01 08:28:51.20,38.82753,-122.81807,1.762,0.23,ML,0,0,0,0.07,LBL,3259903
2011/04/01 08:33:22.84,38.80978,-122.74509,2.094,0.56,ML,0,0,0,0.02,LBL,3259904
2011/04/01 08:33:57.40,38.81393,-122.82070,3.067,1.39,ML,0,0,0,0.07,LBL,3156163
2011/04/01 08:34:32.74,38.75343,-122.72885,1.614,1.17,ML,0,0,0,0.03,LBL,3156164
2011/04/01 08:48:27.63,38.80463,-122.76245,4.775,1.49,ML,0,0,0,0.03,LBL,3156165
2011/04/01 09:04:05.73,38.83092,-122.86775,1.817,0.74,ML,0,0,0,0.02,LBL,3156166
2011/04/01 09:29:12.24,38.81797,-122.79847,2.518,1.63,ML,0,0,0,0.13,LBL,3156167
2011/04/01 09:31:18.73,38.82477,-122.83179,3.175,0.64,ML,0,0,0,0.01,LBL,3259905
2011/04/01 09:32:48.71,38.78420,-122.73908,0.310,0.70,ML,0,0,0,0.08,LBL,3311845
2011/04/01 09:36:28.82,38.81898,-122.79018,4.233,0.60,ML,0,0,0,0.01,LBL,3259906
2011/04/01 09:37:15.28,38.82093,-122.78685,1.706,1.51,ML,0,0,0,0.10,LBL,3156168
2011/04/01 09:43:52.91,38.81508,-122.79148,3.279,1.08,ML,0,0,0,0.12,LBL,3156169
2011/04/01 10:00:51.27,38.79478,-122.79003,3.904,0.53,ML,0,0,0,0.08,LBL,3259907
2011/04/01 10:01:22.88,38.82583,-122.83015,2.737,0.59,ML,0,0,0,0.03,LBL,3156170
2011/04/01 10:01:59.08,38.82778,-122.78253,2.125,0.67,ML,0,0,0,0.03,LBL,3156171
2011/04/01 10:23:58.99,38.83527,-122.79785,2.598,1.03,ML,0,0,0,0.06,LBL,3156172
2011/04/01 10:34:59.97,38.81900,-122.82618,2.614,1.43,ML,0,0,0,0.04,LBL,3156173
2011/04/01 10:37:36.35,38.75092,-122.72298,2.329,1.46,ML,0,0,0,0.09,LBL,3156174
2011/04/01 10:39:48.43,38.83225,-122.78453,4.415,0.95,ML,0,0,0,0.12,LBL,3156175
2011/04/01 10:52:35.29,38.84513,-122.82188,2.178,1.08,ML,0,0,0,0.04,LBL,3156176
2011/04/01 10:56:26.03,38.83830,-122.79557,2.398,0.94,ML,0,0,0,0.13,LBL,3156177
2011/04/01 11:15:59.99,38.83817,-122.79990,2.146,1.15,ML,0,0,0,0.06,LBL,3156178
2011/04/01 11:19:22.37,38.83573,-122.77185,1.073,0.31,ML,0,0,0,0.02,LBL,3156179
2011/04/01 11:19:56.98,38.84042,-122.82637,2.865,0.55,ML,0,0,0,0.03,LBL,3259908
